"Transparencia","giroscopio X","giroscopio Y","Vermelho","Verde","Azul","Branco","Label"
395,674,679,2,3,3,10,'Super Bock Zero%Alc Vidro'
381,585,587,2,3,3,10,'Super Bock Zero%Alc Vidro'
400,175,191,2,3,3,10,'Super Bock Zero%Alc Vidro'
408,804,795,2,2,2,8,'Super Bock Zero%Alc Vidro'
454,221,197,2,2,2,8,'Super Bock Zero%Alc Vidro'
508,794,771,2,2,2,8,'Super Bock Zero%Alc Vidro'
494,318,269,2,2,2,8,'Super Bock Zero%Alc Vidro'
473,696,713,2,2,2,7,'Super Bock Zero%Alc Vidro'
475,471,443,2,2,2,7,'Super Bock Zero%Alc Vidro'
475,400,387,2,2,2,7,'Super Bock Zero%Alc Vidro'
448,749,731,2,2,2,7,'Super Bock Zero%Alc Vidro'
471,192,210,2,2,2,7,'Super Bock Zero%Alc Vidro'
513,860,824,2,2,2,7,'Super Bock Zero%Alc Vidro'
518,218,218,2,2,2,7,'Super Bock Zero%Alc Vidro'
451,792,809,2,2,2,7,'Super Bock Zero%Alc Vidro'
467,256,233,2,2,2,7,'Super Bock Zero%Alc Vidro'
473,755,759,2,2,2,7,'Super Bock Zero%Alc Vidro'
468,319,286,2,2,2,7,'Super Bock Zero%Alc Vidro'
446,598,575,2,2,2,7,'Super Bock Zero%Alc Vidro'
444,540,528,2,2,2,7,'Super Bock Zero%Alc Vidro'
451,289,269,2,2,2,7,'Super Bock Zero%Alc Vidro'
56,78,48,3,3,4,10,'Super Bock Zero%Alc Vidro'
56,665,642,3,3,4,10,'Super Bock Zero%Alc Vidro'
54,58,61,3,3,4,10,'Super Bock Zero%Alc Vidro'
53,670,664,3,3,4,10,'Super Bock Zero%Alc Vidro'
51,65,50,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,660,644,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,63,63,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,681,663,3,3,3,9,'Super Bock Zero%Alc Vidro'
52,17,31,3,3,3,9,'Super Bock Zero%Alc Vidro'
52,626,622,3,3,3,9,'Super Bock Zero%Alc Vidro'
52,46,74,3,3,3,9,'Super Bock Zero%Alc Vidro'
52,312,303,3,3,3,9,'Super Bock Zero%Alc Vidro'
52,380,389,3,3,4,9,'Super Bock Zero%Alc Vidro'
52,290,274,3,3,4,9,'Super Bock Zero%Alc Vidro'
51,405,396,3,3,4,9,'Super Bock Zero%Alc Vidro'
52,270,264,3,3,4,9,'Super Bock Zero%Alc Vidro'
51,436,429,3,3,3,9,'Super Bock Zero%Alc Vidro'
52,240,233,3,3,3,9,'Super Bock Zero%Alc Vidro'
52,453,449,3,3,3,9,'Super Bock Zero%Alc Vidro'
52,219,232,3,3,3,9,'Super Bock Zero%Alc Vidro'
51,473,455,3,3,3,9,'Super Bock Zero%Alc Vidro'
52,205,194,3,3,3,9,'Super Bock Zero%Alc Vidro'
51,485,483,3,3,3,9,'Super Bock Zero%Alc Vidro'
51,191,178,3,3,3,9,'Super Bock Zero%Alc Vidro'
52,504,510,3,3,3,9,'Super Bock Zero%Alc Vidro'
51,197,155,3,3,4,9,'Super Bock Zero%Alc Vidro'
51,508,519,3,3,4,9,'Super Bock Zero%Alc Vidro'
51,180,173,3,3,4,9,'Super Bock Zero%Alc Vidro'
51,505,512,3,3,4,9,'Super Bock Zero%Alc Vidro'
51,178,152,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,394,375,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,434,429,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,71,93,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,407,419,2,3,3,9,'Super Bock Zero%Alc Vidro'
51,269,280,2,3,3,9,'Super Bock Zero%Alc Vidro'
52,392,382,2,3,3,9,'Super Bock Zero%Alc Vidro'
52,279,300,2,3,3,9,'Super Bock Zero%Alc Vidro'
53,387,368,2,3,3,9,'Super Bock Zero%Alc Vidro'
52,298,313,2,3,3,9,'Super Bock Zero%Alc Vidro'
53,380,350,2,3,3,9,'Super Bock Zero%Alc Vidro'
53,321,302,2,3,3,9,'Super Bock Zero%Alc Vidro'
53,348,353,2,3,3,9,'Super Bock Zero%Alc Vidro'
53,330,312,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,497,500,2,3,4,10,'Super Bock Zero%Alc Vidro'
54,52,57,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,481,493,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,60,68,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,458,453,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,53,84,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,439,440,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,80,96,3,3,3,10,'Super Bock Zero%Alc Vidro'
52,420,407,3,3,3,10,'Super Bock Zero%Alc Vidro'
53,98,93,3,3,3,10,'Super Bock Zero%Alc Vidro'
53,406,389,3,3,3,10,'Super Bock Zero%Alc Vidro'
53,122,116,3,3,3,10,'Super Bock Zero%Alc Vidro'
52,639,621,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,20,15,2,3,3,10,'Super Bock Zero%Alc Vidro'
52,633,624,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,13,25,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,643,608,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,19,12,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,630,601,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,17,44,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,634,617,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,22,38,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,621,603,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,13,44,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,609,604,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,15,48,2,3,3,10,'Super Bock Zero%Alc Vidro'
450,787,772,2,2,2,7,'Super Bock Zero%Alc Vidro'
446,176,185,2,2,2,7,'Super Bock Zero%Alc Vidro'
465,828,805,2,2,2,8,'Super Bock Zero%Alc Vidro'
630,279,240,2,2,2,8,'Super Bock Zero%Alc Vidro'
528,812,795,2,2,2,8,'Super Bock Zero%Alc Vidro'
458,264,254,2,2,2,8,'Super Bock Zero%Alc Vidro'
53,380,350,2,3,3,9,'Super Bock Zero%Alc Vidro'
53,321,302,2,3,3,9,'Super Bock Zero%Alc Vidro'
53,348,353,2,3,3,9,'Super Bock Zero%Alc Vidro'
53,330,312,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,497,500,2,3,4,10,'Super Bock Zero%Alc Vidro'
54,52,57,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,481,493,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,60,68,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,458,453,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,53,84,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,439,440,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,80,96,3,3,3,10,'Super Bock Zero%Alc Vidro'
52,420,407,3,3,3,10,'Super Bock Zero%Alc Vidro'
53,98,93,3,3,3,10,'Super Bock Zero%Alc Vidro'
53,406,389,3,3,3,10,'Super Bock Zero%Alc Vidro'
53,122,116,3,3,3,10,'Super Bock Zero%Alc Vidro'
52,639,621,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,20,15,2,3,3,10,'Super Bock Zero%Alc Vidro'
52,633,624,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,13,25,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,643,608,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,19,12,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,630,601,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,17,44,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,634,617,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,22,38,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,621,603,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,13,44,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,609,604,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,15,48,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,598,600,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,15,27,2,3,4,10,'Super Bock Zero%Alc Vidro'
52,576,578,2,3,4,10,'Super Bock Zero%Alc Vidro'
52,18,18,2,3,4,10,'Super Bock Zero%Alc Vidro'
52,559,560,2,3,4,10,'Super Bock Zero%Alc Vidro'
52,36,32,2,3,4,10,'Super Bock Zero%Alc Vidro'
52,548,534,2,3,4,10,'Super Bock Zero%Alc Vidro'
52,39,39,2,3,4,10,'Super Bock Zero%Alc Vidro'
52,534,524,2,3,4,10,'Super Bock Zero%Alc Vidro'
52,40,63,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,516,523,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,57,77,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,492,506,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,50,58,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,489,464,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,65,64,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,458,476,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,57,91,3,3,4,10,'Super Bock Zero%Alc Vidro'
53,442,426,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,80,96,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,421,405,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,102,104,2,3,4,10,'Super Bock Zero%Alc Vidro'
53,627,622,2,3,3,10,'Super Bock Zero%Alc Vidro'
53,21,9,2,3,3,10,'Super Bock Zero%Alc Vidro'
52,544,548,2,3,3,10,'Super Bock Zero%Alc Vidro'
52,32,57,2,3,3,10,'Super Bock Zero%Alc Vidro'
52,539,522,2,3,3,10,'Super Bock Zero%Alc Vidro'
52,33,62,2,2,3,10,'Super Bock Zero%Alc Vidro'
52,523,508,2,2,3,10,'Super Bock Zero%Alc Vidro'
52,50,78,2,2,3,10,'Super Bock Zero%Alc Vidro'
51,500,492,2,2,3,10,'Super Bock Zero%Alc Vidro'
52,57,78,2,2,3,10,'Super Bock Zero%Alc Vidro'
52,464,481,2,3,4,10,'Super Bock Zero%Alc Vidro'
52,63,80,2,3,4,10,'Super Bock Zero%Alc Vidro'
51,454,446,2,3,4,10,'Super Bock Zero%Alc Vidro'
52,64,77,2,3,4,10,'Super Bock Zero%Alc Vidro'
52,430,424,2,3,4,10,'Super Bock Zero%Alc Vidro'
51,77,92,2,3,4,10,'Super Bock Zero%Alc Vidro'
52,411,399,2,3,4,10,'Super Bock Zero%Alc Vidro'
51,91,111,2,3,4,10,'Super Bock Zero%Alc Vidro'
51,550,544,2,3,4,10,'Super Bock Zero%Alc Vidro'
51,21,44,3,3,4,10,'Super Bock Zero%Alc Vidro'
51,539,530,3,3,4,10,'Super Bock Zero%Alc Vidro'
51,28,24,3,3,4,10,'Super Bock Zero%Alc Vidro'
51,522,510,3,3,4,10,'Super Bock Zero%Alc Vidro'
51,32,38,3,3,4,10,'Super Bock Zero%Alc Vidro'
51,499,491,3,3,4,10,'Super Bock Zero%Alc Vidro'
51,46,68,3,3,4,10,'Super Bock Zero%Alc Vidro'
50,482,483,3,3,4,10,'Super Bock Zero%Alc Vidro'
51,50,72,3,3,4,10,'Super Bock Zero%Alc Vidro'
51,451,472,3,3,4,10,'Super Bock Zero%Alc Vidro'
51,62,83,3,3,4,10,'Super Bock Zero%Alc Vidro'
51,438,430,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,75,84,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,434,420,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,87,86,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,395,397,3,3,4,10,'Super Bock Zero%Alc Vidro'
52,88,105,3,3,4,10,'Super Bock Zero%Alc Vidro'
51,524,539,3,3,4,10,'Super Bock Zero%Alc Vidro'
51,15,40,3,3,4,11,'Super Bock Zero%Alc Vidro'
52,537,529,3,3,4,11,'Super Bock Zero%Alc Vidro'
54,48,47,3,3,4,11,'Super Bock Zero%Alc Vidro'
56,509,521,3,3,4,11,'Super Bock Zero%Alc Vidro'
55,55,54,4,4,6,13,'Super Bock Zero%Alc Vidro'
54,493,488,4,4,6,13,'Super Bock Zero%Alc Vidro'
53,69,77,4,4,6,13,'Super Bock Zero%Alc Vidro'
54,484,480,4,4,6,13,'Super Bock Zero%Alc Vidro'
54,67,66,3,3,5,12,'Super Bock Zero%Alc Vidro'
54,466,482,3,3,5,12,'Super Bock Zero%Alc Vidro'
54,93,88,3,3,5,12,'Super Bock Zero%Alc Vidro'
53,450,475,3,3,5,12,'Super Bock Zero%Alc Vidro'
54,104,127,3,3,5,12,'Super Bock Zero%Alc Vidro'
53,647,654,3,3,5,12,'Super Bock Zero%Alc Vidro'
53,39,35,3,3,5,12,'Super Bock Zero%Alc Vidro'
53,635,634,3,3,5,12,'Super Bock Zero%Alc Vidro'
53,47,28,3,3,5,12,'Super Bock Zero%Alc Vidro'
52,640,661,3,3,5,12,'Super Bock Zero%Alc Vidro'
52,23,53,3,3,5,12,'Super Bock Zero%Alc Vidro'
52,631,608,3,3,5,12,'Super Bock Zero%Alc Vidro'
52,17,28,3,3,5,12,'Super Bock Zero%Alc Vidro'
51,631,604,3,3,5,12,'Super Bock Zero%Alc Vidro'
52,22,21,3,3,5,12,'Super Bock Zero%Alc Vidro'
52,628,590,3,3,5,12,'Super Bock Zero%Alc Vidro'
51,28,21,3,3,5,12,'Super Bock Zero%Alc Vidro'
51,618,599,3,3,5,12,'Super Bock Zero%Alc Vidro'
51,17,22,3,3,5,12,'Super Bock Zero%Alc Vidro'
52,613,615,3,3,5,12,'Super Bock Zero%Alc Vidro'
51,17,51,3,3,5,12,'Super Bock Zero%Alc Vidro'
52,608,606,3,3,5,12,'Super Bock Zero%Alc Vidro'
52,20,21,3,3,5,12,'Super Bock Zero%Alc Vidro'
52,596,595,3,3,5,14,'Super Bock Zero%Alc Vidro'
52,20,24,3,3,5,14,'Super Bock Zero%Alc Vidro'
51,587,580,3,3,5,14,'Super Bock Zero%Alc Vidro'
51,20,42,3,3,5,14,'Super Bock Zero%Alc Vidro'
51,584,582,3,3,5,14,'Super Bock Zero%Alc Vidro'
52,15,51,3,3,5,14,'Super Bock Zero%Alc Vidro'
52,571,580,3,3,5,14,'Super Bock Zero%Alc Vidro'
51,17,63,3,3,5,14,'Super Bock Zero%Alc Vidro'
52,570,577,3,3,5,12,'Super Bock Zero%Alc Vidro'
51,21,35,3,3,5,12,'Super Bock Zero%Alc Vidro'
51,563,544,3,3,5,12,'Super Bock Zero%Alc Vidro'
51,15,49,3,3,5,12,'Super Bock Zero%Alc Vidro'
52,539,518,3,3,5,12,'Super Bock Zero%Alc Vidro'
52,17,55,3,3,5,12,'Super Bock Zero%Alc Vidro'
51,529,526,3,3,5,12,'Super Bock Zero%Alc Vidro'
51,34,59,3,3,5,12,'Super Bock Zero%Alc Vidro'
51,501,511,3,3,5,12,'Super Bock Zero%Alc Vidro'
52,51,69,3,3,5,12,'Super Bock Zero%Alc Vidro'
51,478,495,3,3,5,12,'Super Bock Zero%Alc Vidro'
52,59,79,3,3,5,12,'Super Bock Zero%Alc Vidro'
52,454,469,3,3,5,12,'Super Bock Zero%Alc Vidro'
51,72,90,3,3,5,12,'Super Bock Zero%Alc Vidro'
87,180,220,6,5,5,12,'Cortiça'
87,65,81,6,5,5,12,'Cortiça'
86,481,533,6,5,5,12,'Cortiça'
86,75,76,6,5,5,12,'Cortiça'
86,431,460,6,5,5,12,'Cortiça'
86,402,432,6,5,5,12,'Cortiça'
87,68,48,6,5,5,12,'Cortiça'
86,463,492,6,5,5,12,'Cortiça'
86,188,212,6,5,5,12,'Cortiça'
86,77,57,6,5,5,12,'Cortiça'
86,479,507,6,5,5,12,'Cortiça'
87,87,79,6,5,5,12,'Cortiça'
86,424,464,6,5,5,12,'Cortiça'
86,406,428,6,5,5,12,'Cortiça'
87,69,62,6,5,5,12,'Cortiça'
86,460,492,6,5,5,12,'Cortiça'
87,197,226,6,5,5,12,'Cortiça'
87,72,79,6,5,5,12,'Cortiça'
86,481,504,6,5,5,12,'Cortiça'
87,89,89,6,5,5,12,'Cortiça'
86,425,465,6,5,5,12,'Cortiça'
86,400,433,6,5,5,12,'Cortiça'
87,58,51,6,5,5,12,'Cortiça'
87,469,490,6,5,5,12,'Cortiça'
86,200,240,6,5,5,12,'Cortiça'
86,69,69,6,5,5,12,'Cortiça'
86,473,519,6,5,5,12,'Cortiça'
87,85,93,6,5,5,12,'Cortiça'
86,417,453,6,5,5,12,'Cortiça'
87,403,459,6,5,5,12,'Cortiça'
87,62,46,6,5,5,12,'Cortiça'
87,464,504,6,5,5,12,'Cortiça'
87,193,217,6,5,5,12,'Cortiça'
87,62,71,6,5,5,12,'Cortiça'
87,474,499,6,5,5,11,'Cortiça'
87,90,71,6,5,5,11,'Cortiça'
87,425,427,6,5,5,11,'Cortiça'
87,400,430,6,5,5,11,'Cortiça'
88,61,44,6,5,5,11,'Cortiça'
87,458,482,6,5,5,11,'Cortiça'
88,212,231,6,5,5,11,'Cortiça'
89,62,72,6,5,5,11,'Cortiça'
88,477,521,6,5,5,11,'Cortiça'
89,85,103,6,5,5,11,'Cortiça'
89,307,324,6,5,5,11,'Cortiça'
89,448,502,6,5,5,11,'Cortiça'
91,74,84,6,5,5,11,'Cortiça'
90,447,463,6,5,5,11,'Cortiça'
90,314,353,6,5,5,11,'Cortiça'
91,56,53,6,5,5,11,'Cortiça'
91,475,504,6,5,5,11,'Cortiça'
91,112,118,6,5,5,11,'Cortiça'
90,121,99,6,5,5,11,'Cortiça'
89,480,505,6,5,5,11,'Cortiça'
91,100,84,6,5,5,11,'Cortiça'
89,343,324,6,5,5,11,'Cortiça'
90,451,504,6,5,5,11,'Cortiça'
90,85,80,6,5,5,11,'Cortiça'
91,451,503,6,5,5,11,'Cortiça'
90,308,349,6,5,5,11,'Cortiça'
90,60,45,6,5,5,11,'Cortiça'
89,485,497,6,5,5,11,'Cortiça'
89,121,113,6,5,5,11,'Cortiça'
89,119,98,6,5,5,11,'Cortiça'
88,474,533,6,5,5,11,'Cortiça'
89,101,89,6,5,5,11,'Cortiça'
89,345,345,6,5,5,11,'Cortiça'
88,450,482,6,5,5,11,'Cortiça'
90,79,72,6,5,5,11,'Cortiça'
89,458,476,6,5,5,11,'Cortiça'
89,299,341,6,5,5,11,'Cortiça'
90,72,44,6,5,5,11,'Cortiça'
89,483,503,6,5,5,11,'Cortiça'
91,119,134,6,5,5,11,'Cortiça'
107,160,141,6,5,5,11,'Cortiça'
127,488,536,6,5,5,11,'Cortiça'
126,300,348,5,4,5,10,'Cortiça'
123,99,82,5,4,5,10,'Cortiça'
123,492,511,5,4,5,10,'Cortiça'
122,380,421,5,4,5,10,'Cortiça'
121,97,110,5,4,5,10,'Cortiça'
118,439,457,5,4,5,10,'Cortiça'
115,481,525,5,5,5,10,'Cortiça'
117,113,131,5,5,5,10,'Cortiça'
116,152,150,5,5,5,10,'Cortiça'
114,491,539,5,5,5,10,'Cortiça'
119,313,348,5,5,5,10,'Cortiça'
119,96,107,5,5,5,10,'Cortiça'
115,469,497,5,4,5,10,'Cortiça'
112,448,484,5,4,5,10,'Cortiça'
110,98,101,5,4,5,10,'Cortiça'
106,311,307,5,4,5,10,'Cortiça'
106,490,513,5,4,5,10,'Cortiça'
107,134,140,5,4,5,10,'Cortiça'
105,82,92,5,5,5,11,'Cortiça'
107,487,537,5,5,5,11,'Cortiça'
108,207,238,5,5,5,11,'Cortiça'
108,78,58,5,5,5,11,'Cortiça'
108,489,514,5,5,5,11,'Cortiça'
107,303,324,5,5,5,11,'Cortiça'
107,77,85,5,5,5,11,'Cortiça'
108,480,506,5,5,5,11,'Cortiça'
108,394,431,5,5,5,11,'Cortiça'
110,85,77,5,5,5,11,'Cortiça'
109,461,484,5,5,5,11,'Cortiça'
111,448,482,5,5,5,11,'Cortiça'
111,101,85,6,5,5,10,'Cortiça'
111,327,327,6,5,5,10,'Cortiça'
111,503,530,6,5,5,10,'Cortiça'
112,134,121,6,5,5,10,'Cortiça'
113,90,87,6,5,5,10,'Cortiça'
114,508,544,6,5,5,10,'Cortiça'
115,200,219,6,5,5,11,'Cortiça'
115,84,67,6,5,5,11,'Cortiça'
115,500,553,6,5,5,11,'Cortiça'
116,290,342,6,5,5,11,'Cortiça'
118,105,92,6,5,5,11,'Cortiça'
117,513,542,6,5,5,11,'Cortiça'
118,457,504,5,5,5,10,'Cortiça'
117,108,91,5,5,5,10,'Cortiça'
118,349,355,5,5,5,10,'Cortiça'
120,501,545,5,5,5,10,'Cortiça'
125,128,149,5,5,5,10,'Cortiça'
124,110,93,5,5,5,10,'Cortiça'
122,510,532,5,5,5,10,'Cortiça'
121,308,355,5,5,5,10,'Cortiça'
119,86,96,5,5,5,10,'Cortiça'
118,484,528,5,5,5,10,'Cortiça'
117,393,421,5,5,5,10,'Cortiça'
117,92,83,5,5,5,10,'Cortiça'
115,456,482,5,5,5,10,'Cortiça'
117,429,479,5,5,5,10,'Cortiça'
119,102,81,5,5,5,10,'Cortiça'
119,307,316,5,5,5,10,'Cortiça'
119,436,481,5,5,5,10,'Cortiça'
120,106,95,5,5,5,10,'Cortiça'
120,141,121,5,5,5,10,'Cortiça'
118,431,475,5,5,5,10,'Cortiça'
119,261,312,5,5,5,10,'Cortiça'
125,87,86,5,5,5,10,'Cortiça'
126,443,465,5,5,5,10,'Cortiça'
127,341,397,5,5,5,10,'Cortiça'
98,381,426,5,4,4,13,'Cortiça'
97,64,72,5,4,4,13,'Cortiça'
97,527,603,5,4,4,13,'Cortiça'
96,140,186,5,4,4,13,'Cortiça'
96,91,79,5,4,4,13,'Cortiça'
95,466,535,5,4,4,13,'Cortiça'
94,93,100,5,4,4,13,'Cortiça'
93,390,385,6,5,5,11,'Cortiça'
93,426,485,6,5,5,11,'Cortiça'
93,67,67,6,5,5,11,'Cortiça'
91,464,481,6,5,5,11,'Cortiça'
90,256,286,6,5,5,11,'Cortiça'
89,76,72,6,5,5,11,'Cortiça'
89,472,516,6,5,5,11,'Cortiça'
90,103,122,6,5,5,12,'Cortiça'
89,168,152,6,5,5,12,'Cortiça'
90,469,522,6,5,5,12,'Cortiça'
89,100,97,6,5,5,12,'Cortiça'
89,287,297,6,5,5,12,'Cortiça'
89,451,495,6,5,5,12,'Cortiça'
90,88,72,6,5,5,12,'Cortiça'
89,433,470,6,5,5,11,'Cortiça'
89,345,404,6,5,5,11,'Cortiça'
89,56,66,6,5,5,11,'Cortiça'
89,476,513,6,5,5,11,'Cortiça'
88,115,144,6,5,5,11,'Cortiça'
89,93,78,6,5,5,11,'Cortiça'
89,462,495,6,5,5,11,'Cortiça'
89,76,81,6,5,5,11,'Cortiça'
88,446,465,6,5,5,11,'Cortiça'
88,346,376,6,5,5,11,'Cortiça'
89,57,50,6,5,5,11,'Cortiça'
88,475,518,6,5,5,11,'Cortiça'
89,117,147,6,5,5,11,'Cortiça'
89,95,101,6,5,5,11,'Cortiça'
87,469,503,6,5,5,11,'Cortiça'
88,85,90,6,5,5,11,'Cortiça'
87,404,408,6,5,5,11,'Cortiça'
87,419,451,6,5,5,11,'Cortiça'
88,73,60,6,5,5,11,'Cortiça'
88,461,497,6,5,5,11,'Cortiça'
88,229,254,6,5,5,11,'Cortiça'
88,63,57,6,5,5,12,'Cortiça'
87,470,505,6,5,5,12,'Cortiça'
89,103,96,6,5,5,12,'Cortiça'
88,299,314,6,5,5,12,'Cortiça'
88,457,482,6,5,5,12,'Cortiça'
89,86,83,6,5,5,12,'Cortiça'
88,447,462,6,5,5,12,'Cortiça'
88,338,392,6,5,5,11,'Cortiça'
88,59,64,6,5,5,11,'Cortiça'
88,472,511,6,5,5,11,'Cortiça'
88,112,113,6,5,5,11,'Cortiça'
88,105,76,6,5,5,11,'Cortiça'
88,476,518,6,5,5,11,'Cortiça'
88,84,90,6,5,5,11,'Cortiça'
86,413,436,6,5,5,11,'Cortiça'
88,418,440,6,5,5,11,'Cortiça'
88,77,65,6,5,5,11,'Cortiça'
87,466,487,6,5,5,11,'Cortiça'
88,230,266,6,5,5,11,'Cortiça'
88,73,63,6,5,5,11,'Cortiça'
88,475,503,6,5,5,11,'Cortiça'
88,103,89,6,5,5,12,'Cortiça'
87,301,288,6,5,5,12,'Cortiça'
88,454,483,6,5,5,12,'Cortiça'
88,77,70,6,5,5,12,'Cortiça'
88,445,469,6,5,5,12,'Cortiça'
88,336,366,6,5,5,12,'Cortiça'
89,58,61,6,5,5,12,'Cortiça'
88,469,515,6,5,5,11,'Cortiça'
90,112,117,6,5,5,11,'Cortiça'
89,111,114,6,5,5,11,'Cortiça'
89,460,494,6,5,5,11,'Cortiça'
89,102,128,6,5,5,11,'Cortiça'
90,114,120,6,5,5,11,'Cortiça'
89,458,510,6,5,5,11,'Cortiça'
90,108,122,6,5,5,11,'Cortiça'
90,132,129,6,5,5,11,'Cortiça'
90,466,512,6,5,5,11,'Cortiça'
90,110,95,6,5,5,11,'Cortiça'
90,233,205,6,5,5,11,'Cortiça'
91,472,515,6,5,5,11,'Cortiça'
91,90,95,6,5,5,11,'Cortiça'
91,434,459,6,5,5,11,'Cortiça'
91,390,424,6,5,5,11,'Cortiça'
92,57,72,6,5,5,11,'Cortiça'
92,461,507,6,5,5,11,'Cortiça'
91,177,187,6,5,5,11,'Cortiça'
92,76,57,6,5,5,11,'Cortiça'
92,466,523,6,5,5,11,'Cortiça'
90,89,63,6,5,5,11,'Cortiça'
91,428,464,6,5,5,11,'Cortiça'
91,395,435,6,5,5,11,'Cortiça'
91,68,38,6,5,5,11,'Cortiça'
90,451,487,6,5,5,11,'Cortiça'
90,172,212,6,5,5,11,'Cortiça'
90,66,66,6,5,5,12,'Cortiça'
88,463,515,6,5,5,12,'Cortiça'
89,85,76,6,5,5,12,'Cortiça'
89,422,469,6,5,5,12,'Cortiça'
87,397,426,6,5,5,12,'Cortiça'
88,59,70,6,5,5,12,'Cortiça'
88,465,489,6,5,5,12,'Cortiça'
88,174,197,6,5,5,11,'Cortiça'
88,69,76,6,5,5,11,'Cortiça'
87,474,505,6,5,5,11,'Cortiça'
88,82,71,6,5,5,11,'Cortiça'
86,428,434,6,5,5,11,'Cortiça'
87,400,445,6,5,5,11,'Cortiça'
88,60,64,6,5,5,11,'Cortiça'
86,466,484,6,5,5,12,'Cortiça'
87,180,220,6,5,5,12,'Cortiça'
87,65,81,6,5,5,12,'Cortiça'
86,481,533,6,5,5,12,'Cortiça'
86,75,76,6,5,5,12,'Cortiça'
86,431,460,6,5,5,12,'Cortiça'
86,402,432,6,5,5,12,'Cortiça'
87,68,48,6,5,5,12,'Cortiça'
86,463,492,6,5,5,12,'Cortiça'
86,188,212,6,5,5,12,'Cortiça'
86,77,57,6,5,5,12,'Cortiça'
86,479,507,6,5,5,12,'Cortiça'
87,87,79,6,5,5,12,'Cortiça'
86,424,464,6,5,5,12,'Cortiça'
86,406,428,6,5,5,12,'Cortiça'
87,69,62,6,5,5,12,'Cortiça'
86,109,97,6,5,5,12,'Cortiça'
85,310,317,6,5,5,12,'Cortiça'
85,497,524,6,5,5,12,'Cortiça'
86,89,101,6,5,5,12,'Cortiça'
85,444,464,6,5,5,12,'Cortiça'
86,453,499,6,5,5,12,'Cortiça'
86,83,87,6,5,5,12,'Cortiça'
86,496,531,6,5,5,12,'Cortiça'
